time unit: s, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[11], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[10], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[9], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[8], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[7], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[6], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[5], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[4], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[3], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[2], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[1], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[0], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|rx_on, 
0, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, 
2158, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2159, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2160, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2161, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2162, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2163, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2164, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2165, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2166, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2167, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2168, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2169, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2170, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2171, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2172, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2173, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2174, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2175, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2176, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2177, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2178, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2179, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2180, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2181, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2182, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2183, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2184, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2185, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2186, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2187, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2188, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2189, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2190, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2191, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2192, 110001000101, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 
2193, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2194, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2195, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2196, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2197, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2198, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2199, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2200, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2201, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2202, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
2203, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2204, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2205, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2206, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2207, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2208, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2209, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2210, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2211, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
2212, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2213, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2214, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2215, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2216, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2217, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2218, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2219, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2220, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2221, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2222, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
2223, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
2224, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2225, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2226, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2227, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2228, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2229, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2230, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2231, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2232, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
2233, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2234, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2235, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2236, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2237, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2238, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2239, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2240, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2241, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
2242, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2243, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
2244, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2245, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2246, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2247, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2248, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2249, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2250, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
2251, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2252, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2253, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2254, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2255, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2256, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2257, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2258, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2259, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2260, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2261, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2262, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2263, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2264, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2265, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2266, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2267, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2268, 100100101001, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 
2269, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2270, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2271, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
2272, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2273, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
2274, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2275, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2276, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2277, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2278, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2279, 110001000101, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 
2280, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2281, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2282, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2283, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2284, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2285, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2286, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2287, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2288, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2289, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2290, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2291, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
2292, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2293, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2294, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2295, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2296, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2297, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2298, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
2299, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2300, 110001010100, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 
2301, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2302, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2303, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2304, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2305, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2306, 110001000101, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 
2307, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2308, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2309, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2310, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2311, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2312, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2313, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2314, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2315, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2316, 100100101001, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 
2317, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2318, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2319, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2320, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2321, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
2322, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2323, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2324, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2325, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2326, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2327, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2328, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2329, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2330, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2331, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2332, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2333, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2334, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2335, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2336, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2337, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
2338, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2339, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
2340, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2341, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2342, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2343, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2344, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2345, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2346, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2347, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2348, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2349, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2350, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2351, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2352, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2353, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2354, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2355, 100100101001, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 
2356, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2357, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2358, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2359, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2360, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2361, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2362, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2363, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2364, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2365, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2366, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2367, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2368, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2369, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2370, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2371, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2372, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2373, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2374, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2375, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2376, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2377, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2378, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2379, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2380, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2381, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2382, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
2383, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2384, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2385, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2386, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2387, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2388, 100100011011, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 
2389, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2390, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2391, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2392, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2393, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2394, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2395, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2396, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
2397, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2398, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2399, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2400, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2401, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2402, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2403, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2404, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2405, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
2406, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2407, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2408, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2409, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2410, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2411, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
2412, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
2413, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
2414, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
2415, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
2416, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
2417, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
