Groups:
uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data =, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[11], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[10], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[9], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[8], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[7], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[6], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[5], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[4], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[3], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[2], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[1], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[0],  hex
uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data =, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[11], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[10], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[9], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[8], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[7], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[6], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[5], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[4], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[3], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[2], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[1], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[0],  hex

Data:
time unit: s, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[11], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[10], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[9], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[8], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[7], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[6], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[5], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[4], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[3], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[2], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[1], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_lpf_data[0], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[11], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[10], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[9], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[8], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[7], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[6], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[5], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[4], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[3], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[2], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[1], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|rx_raw_data[0], uart2nfca_system_top:u_uart2nfca_system|uart_rx_parser:u_uart_rx_parser|tvalid, 
0, XXX, X, X, X, X, X, X, X, X, X, X, X, X, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, 
1, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
2, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
3, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
4, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
5, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
6, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
7, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
8, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
9, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
10, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
11, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
12, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
13, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
14, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
15, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
16, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
17, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
18, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
19, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
20, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
21, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
22, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
23, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
24, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
25, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
26, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
27, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
28, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
29, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
30, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
31, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
32, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
33, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
34, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
35, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
36, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
37, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
38, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
39, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
40, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
41, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
42, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
43, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 03E, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
